year,month,role,name,inside_personal,npw,npe,loss_ratio,expense_ratio,combined_ratio
2018,6,agency,Agency,,1013.5,1003.8,71.2,19.5,90.7
2018,6,direct,Direct,,985.5,1002.5,72.9,19.6,92.5
2018,6,personal_total,Total,,1999.0,2006.3,72.0,19.6,91.6
2018,6,commercial,Business,,313.3,278.3,71.9,20.3,92.2
2018,6,property,Business,,143.3,107.1,80.31,32.61,112.91
2018,6,companywide,Total,,2455.6,2391.7,72.4,20.2,92.6
2018,7,agency,Agency,,1343.1,1265.2,67.8,18.9,86.7
2018,7,direct,Direct,,1408.2,1269.0,69.5,20.2,89.7
2018,7,personal_total,Total,,2751.3,2534.2,68.6,19.6,88.2
2018,7,commercial,Business,,400.9,355.2,68.8,19.6,88.4
2018,7,property,Business,,133.6,111.8,68.41,33.51,101.91
2018,7,companywide,Total,,3285.8,3001.2,68.7,20.1,88.8
2018,8,agency,Agency,,1059.8,1021.9,70.9,19.6,90.5
2018,8,direct,Direct,,1080.7,1027.9,72.5,21.0,93.5
2018,8,personal_total,Total,,2140.5,2049.8,71.7,20.3,92.0
2018,8,commercial,Business,,311.2,290.1,70.7,20.3,91.0
2018,8,property,Business,,139.6,113.3,67.81,32.51,100.31
2018,8,companywide,Total,,2591.3,2453.2,71.4,20.9,92.3
2018,10,agency,Agency,,1370.6,1302.0,75.4,18.3,93.7
2018,10,direct,Direct,,1336.8,1316.9,75.2,19.8,95.0
2018,10,personal_total,Total,,2707.4,2618.9,75.4,19.0,94.4
2018,10,commercial,Business,,417.9,373.1,70.7,19.6,90.3
2018,10,property,Business,,126.1,118.4,114.01,33.31,147.31
2018,10,companywide,Total,,3251.4,3110.4,76.2,19.7,95.9
2018,11,agency,Agency,,976.6,1050.7,70.7,19.2,89.9
2018,11,direct,Direct,,966.6,1063.4,74.3,19.8,94.1
2018,11,personal_total,Total,,1943.2,2114.1,72.5,19.5,92.0
2018,11,commercial,Business,,268.1,301.3,60.6,21.0,81.6
2018,11,property,Business,,116.7,114.6,71.3,32.91,104.21
2018,11,companywide,Total,,2328.0,2530.0,71.0,20.3,91.3
2018,12,agency,Agency,,990.9,1056.8,70.9,19.1,90.0
2018,12,direct,Direct,,995.9,1071.9,74.1,18.5,92.6
2018,12,personal_total,Total,,1986.8,2128.7,72.5,18.8,91.3
2018,12,commercial,Business,,254.6,304.0,53.0,21.0,74.0
2018,12,property,Business,,121.0,121.5,65.21,32.01,97.21
2018,12,companywide,Total,,2362.4,2554.2,69.8,19.7,89.5
2019,1,agency,Agency,,1295.5,1330.9,67.5,20.1,87.6
2019,1,direct,Direct,,1383.3,1353.3,69.9,21.8,91.7
2019,1,personal_total,Total,,2678.8,2684.2,68.7,21.0,89.7
2019,1,commercial,Business,,393.7,382.5,64.0,20.7,84.7
2019,1,property,Business,,100.7,123.2,50.4,26.61,77.01
2019,1,companywide,Total,,3173.2,3189.9,67.5,21.1,88.6
2019,2,agency,Agency,,1258.2,1079.3,68.6,19.2,87.8
2019,2,direct,Direct,,1321.1,1098.5,72.1,20.6,92.7
2019,2,personal_total,Total,,2579.3,2177.8,70.4,19.9,90.3
2019,2,commercial,Business,,414.9,310.8,64.0,21.3,85.3
2019,2,property,Business,,112.8,112.7,86.01,31.72,117.72
2019,2,companywide,Total,,3107.0,2601.3,70.3,20.6,90.9
2019,3,agency,Agency,,1212.7,1098.3,67.2,18.5,85.7
2019,3,direct,Direct,,1251.7,1124.5,67.9,20.6,88.5
2019,3,personal_total,Total,,2464.4,2222.8,67.5,19.6,87.1
2019,3,commercial,Business,,356.6,319.7,59.6,20.9,80.5
2019,3,property,Business,,138.7,126.1,69.31,31.41,100.71
2019,3,companywide,Total,,2959.7,2668.6,66.7,20.3,87.0
2019,4,agency,Agency,,1533.3,1390.0,65.9,19.4,85.3
2019,4,direct,Direct,,1508.2,1426.4,66.9,21.1,88.0
2019,4,personal_total,Total,,3041.5,2816.4,66.4,20.3,86.7
2019,4,commercial,Business,,486.6,406.7,64.2,20.6,84.8
2019,4,property,Business,,141.7,125.2,81.21,31.41,112.61
2019,4,companywide,Total,,3669.8,3348.3,66.7,20.7,87.4
2019,5,agency,Agency,,1098.4,1121.2,70.0,19.1,89.1
2019,5,direct,Direct,,1070.9,1149.9,71.3,21.8,93.1
2019,5,personal_total,Total,,2169.3,2271.1,70.6,20.5,91.1
2019,5,commercial,Business,,337.6,330.3,66.1,21.2,87.3
2019,5,property,Business,,155.8,130.0,79.31,31.41,110.71
2019,5,companywide,Total,,2662.7,2731.4,70.5,21.1,91.6
2019,6,agency,Agency,,1143.8,1128.4,71.3,19.1,90.4
2019,6,direct,Direct,,1130.7,1157.1,72.9,20.6,93.5
2019,6,personal_total,Total,,2274.5,2285.5,72.1,19.9,92.0
2019,6,commercial,Business,,358.5,333.5,72.1,21.7,93.8
2019,6,property,Business,,161.0,126.0,72.71,31.01,103.71
2019,6,companywide,Total,,2794.0,2745.0,72.1,20.6,92.7
2019,7,agency,Agency,,1495.5,1417.8,70.6,18.5,89.1
2019,7,direct,Direct,,1590.5,1453.7,70.5,20.2,90.7
2019,7,personal_total,Total,,3086.0,2871.5,70.5,19.4,89.9
2019,7,commercial,Business,,435.2,421.8,66.1,21.7,87.8
2019,7,property,Business,,154.4,133.6,72.3,33.11,105.41
2019,7,companywide,Total,,3675.6,3426.9,70.1,20.2,90.3
2019,8,agency,Agency,,1191.7,1139.6,72.7,18.7,91.4
2019,8,direct,Direct,,1232.3,1170.1,73.0,21.0,94.0
2019,8,personal_total,Total,,2424.0,2309.7,72.8,19.9,92.7
2019,8,commercial,Business,,334.6,340.6,73.5,21.0,94.5
2019,8,property,Business,,162.7,134.1,72.21,30.71,102.91
2019,8,companywide,Total,,2921.3,2784.4,72.9,20.5,93.4
2019,9,agency,Agency,,1189.1,1146.0,69.8,19.0,88.8
2019,9,direct,Direct,,1257.4,1180.2,70.8,21.9,92.7
2019,9,personal_total,Total,,2446.5,2326.2,70.3,20.5,90.8
2019,9,commercial,Business,,434.8,344.5,78.3,21.8,100.1
2019,9,property,Business,,143.0,130.2,69.5,28.92,98.42
2019,9,companywide,Total,,3024.3,2800.9,71.3,21.0,92.3
2019,10,agency,Agency,,1500.1,1441.4,71.8,18.6,90.4
2019,10,direct,Direct,,1503.8,1488.3,74.8,20.9,95.7
2019,10,personal_total,Total,,3003.9,2929.7,73.3,19.8,93.1
2019,10,commercial,Business,,508.8,439.7,75.4,21.6,97.0
2019,10,property,Business,,143.0,137.8,72.7,31.22,103.92
2019,10,companywide,Total,,3655.7,3507.2,73.6,20.4,94.0
2019,11,agency,Agency,,1073.9,1158.5,73.4,18.9,92.3
2019,11,direct,Direct,,1098.7,1198.6,75.4,21.2,96.6
2019,11,personal_total,Total,,2172.6,2357.1,74.4,20.1,94.5
2019,11,commercial,Business,,291.1,354.5,70.1,20.7,90.8
2019,11,property,Business,,132.4,134.2,66.0,29.7,95.7
2019,11,companywide,Total,,2596.1,2845.8,73.5,20.6,94.1
2019,12,agency,Agency,,1344.3,1452.7,69.4,18.3,87.7
2019,12,direct,Direct,,1417.1,1505.3,71.4,19.5,90.9
2019,12,personal_total,Total,,2761.4,2958.0,70.4,18.9,89.3
2019,12,commercial,Business,,439.4,443.0,68.0,20.2,88.2
2019,12,property,Business,,137.7,141.7,64.02,29.52,93.52
2019,12,companywide,Total,,3338.5,3542.7,69.9,19.5,89.4
2020,1,agency,Agency,,1465.8,1458.9,71.0,19.2,90.2
2020,1,direct,Direct,,1565.5,1515.4,72.4,22.9,95.3
2020,1,personal_total,Total,,3031.3,2974.3,71.7,21.1,92.8
2020,1,commercial,Business,,457.7,462.6,69.7,19.7,89.4
2020,1,property,Business,,117.3,142.2,55.8,30.41,86.21
2020,1,companywide,Total,,3606.3,3579.1,70.8,21.3,92.1
2020,2,agency,Agency,,1339.6,1179.2,68.7,18.4,87.1
2020,2,direct,Direct,,1461.8,1229.5,71.7,20.8,92.5
2020,2,personal_total,Total,,2801.4,2408.7,70.3,19.6,89.9
2020,2,commercial,Business,,473.8,372.6,72.5,23.4,95.9
2020,2,property,Business,,129.0,133.8,53.2,30.01,83.21
2020,2,companywide,Total,,3404.2,2915.1,69.7,20.6,90.3
2020,3,agency,Agency,,1221.1,1190.6,,21.5,74.2
2020,3,direct,Direct,,1270.1,1247.5,,23.4,75.2
2020,3,personal_total,Total,,2491.2,2438.1,,22.5,74.7
2020,3,commercial,Business,,212.6,353.8,,24.7,86.4
2020,3,property,Business,,157.0,144.6,,30.02,95.12
2020,3,companywide,Total,,2860.8,2936.5,,23.1,77.1
2020,4,agency,Agency,,1570.8,1490.0,44.0,36.4,80.4
2020,4,direct,Direct,,1630.5,1573.0,40.5,37.8,78.3
2020,4,personal_total,Total,,3201.3,3063.0,42.3,37.1,79.4
2020,4,commercial,Business,,407.7,428.0,50.3,24.8,75.1
2020,4,property,Business,,155.2,143.3,164.2,29.61,193.81
2020,4,companywide,Total,,3764.2,3634.3,48.0,35.4,83.4
2020,5,agency,Agency,,1272.1,1208.6,,39.7,93.6
2020,5,direct,Direct,,1347.4,1287.8,,41.7,93.5
2020,5,personal_total,Total,,2619.5,2496.4,,40.7,93.5
2020,5,commercial,Business,,380.4,346.8,,28.0,80.9
2020,5,property,Business,,174.3,148.0,,28.61,127.01
2020,5,companywide,Total,,3174.2,2991.2,,38.6,93.7
2020,6,agency,Agency,,1261.8,1220.4,,21.5,85.1
2020,6,direct,Direct,,1348.9,1307.1,,22.4,83.0
2020,6,personal_total,Total,,2610.7,2527.5,,21.9,84.0
2020,6,commercial,Business,,407.0,354.2,,28.1,98.0
2020,6,property,Business,,183.9,141.4,,30.51,110.11
2020,6,companywide,Total,,3201.6,3023.1,,23.0,86.9
2020,7,agency,Agency,,1626.6,1532.3,,17.0,82.3
2020,7,direct,Direct,,1786.7,1644.8,,19.8,84.4
2020,7,personal_total,Total,,3413.3,3177.1,,18.5,83.4
2020,7,commercial,Business,,520.7,453.9,,19.7,85.1
2020,7,property,Business,,175.3,150.4,,32.31,80.41
2020,7,companywide,Total,,4109.3,3781.4,,19.2,83.5
2020,8,agency,Agency,,1314.0,1233.3,,18.7,88.0
2020,8,direct,Direct,,1444.1,1330.3,,22.6,91.0
2020,8,personal_total,Total,,2758.1,2563.6,,20.7,89.6
2020,8,commercial,Business,,498.0,374.5,,20.6,91.4
2020,8,property,Business,,181.6,150.8,,29.82,147.12
2020,8,companywide,Total,,3437.7,3088.9,,21.1,92.6
2020,9,agency,Agency,,1311.1,1236.0,,18.8,85.6
2020,9,direct,Direct,,1402.2,1334.7,,22.9,89.4
2020,9,personal_total,Total,,2713.3,2570.7,,21.0,87.6
2020,9,commercial,Business,,591.2,386.4,,21.6,85.5
2020,9,property,Business,,163.6,146.1,,29.82,107.72
2020,9,companywide,Total,,3468.1,3103.2,,21.5,88.3
2020,10,agency,Agency,,1506.9,1551.4,,18.5,90.5
2020,10,direct,Direct,,1549.4,1677.3,,21.1,92.3
2020,10,personal_total,Total,,3056.3,3228.7,,19.9,91.4
2020,10,commercial,Business,,571.9,509.4,,19.5,87.9
2020,10,property,Business,,167.1,155.7,,29.43,132.33
2020,10,companywide,Total,,3795.3,3893.8,,20.2,92.6
2020,11,agency,Agency,,1163.8,1243.3,69.0,18.5,87.5
2020,11,direct,Direct,,1237.1,1340.8,68.3,20.6,88.9
2020,11,personal_total,Total,,2400.9,2584.1,68.6,19.6,88.2
2020,11,commercial,Business,,410.4,415.5,65.6,20.5,86.1
2020,11,property,Business,,146.6,151.2,30.4,28.93,59.33
2020,11,companywide,Total,,2957.9,3150.8,66.4,20.2,86.6
2020,12,agency,Agency,,1080.2,1245.5,65.5,19.6,85.1
2020,12,direct,Direct,,1165.1,1342.4,66.2,21.7,87.9
2020,12,personal_total,Total,,2245.3,2587.9,65.9,20.7,86.6
2020,12,commercial,Business,,383.9,418.1,62.1,21.9,84.0
2020,12,property,Business,,159.9,158.2,35.9,28.82,64.72
2020,12,companywide,Total,,2789.1,3164.2,63.9,21.3,85.2
2021,1,agency,Agency,,1587.5,1563.5,,18.3,85.4
2021,1,direct,Direct,,1804.3,1687.1,,21.9,89.0
2021,1,personal_total,Total,,3391.8,3250.6,,20.2,87.3
2021,1,commercial,Business,,576.5,535.9,,19.5,82.3
2021,1,property,Business,,135.9,161.3,,31.11,80.01
2021,1,companywide,Total,,4104.2,3947.8,,20.6,86.3
2021,2,agency,Agency,,1449.4,1260.9,69.0,18.6,87.6
2021,2,direct,Direct,,1626.0,1364.3,69.2,21.3,90.5
2021,2,personal_total,Total,,3075.4,2625.2,69.1,20.0,89.1
2021,2,commercial,Business,,627.2,431.0,66.4,21.1,87.5
2021,2,property,Business,,149.8,146.3,114.8,28.91,143.71
2021,2,companywide,Total,,3852.4,3202.5,70.8,20.6,91.4
2021,3,agency,Agency,,1421.8,1273.8,67.4,19.7,87.1
2021,3,direct,Direct,,1572.4,1380.3,69.2,23.5,92.7
2021,3,personal_total,Total,,2994.2,2654.1,68.3,21.7,90.0
2021,3,commercial,Business,,590.4,450.9,61.6,20.8,82.4
2021,3,property,Business,,187.9,164.9,93.4,30.22,123.62
2021,3,companywide,Total,,3772.5,3269.9,68.7,22.0,90.7
2021,4,agency,Agency,,1722.4,1612.0,75.2,18.5,93.7
2021,4,direct,Direct,,1814.2,1769.7,75.4,20.0,95.4
2021,4,personal_total,Total,,3536.6,3381.7,75.3,19.3,94.6
2021,4,commercial,Business,,731.6,591.0,69.3,19.7,89.0
2021,4,property,Business,,182.4,160.9,120.1,29.81,149.91
2021,4,companywide,Total,,4450.6,4133.6,76.2,19.8,96.0
2021,5,agency,Agency,,1286.2,1300.9,74.7,18.4,93.1
2021,5,direct,Direct,,1357.4,1429.3,73.9,20.0,93.9
2021,5,personal_total,Total,,2643.6,2730.2,74.4,19.2,93.6
2021,5,commercial,Business,,563.0,486.4,70.6,19.7,90.3
2021,5,property,Business,,195.8,172.2,66.0,28.31,94.31
2021,5,companywide,Total,,3402.4,3388.8,73.3,19.8,93.1
2021,7,agency,Agency,,1704.2,1639.4,79.0,18.2,97.2
2021,7,direct,Direct,,1917.0,1802.7,79.3,19.0,98.3
2021,7,personal_total,Total,,3621.2,3442.1,79.1,18.7,97.8
2021,7,commercial,Business,,730.7,695.1,68.4,18.9,87.3
2021,7,property,Business,,198.7,174.8,84.5,28.32,112.82
2021,7,companywide,Total,,4551.6,4313.5,77.6,19.1,96.7
2021,8,agency,Agency,,1374.2,1313.0,82.2,18.2,100.4
2021,8,direct,Direct,,1521.7,1441.4,82.3,18.1,100.4
2021,8,personal_total,Total,,2895.9,2754.4,82.3,18.1,100.4
2021,8,commercial,Business,,781.6,581.7,73.2,18.9,92.1
2021,8,property,Business,,213.1,176.7,197.4,28.32,225.72
2021,8,companywide,Total,,3890.9,3513.8,86.5,18.8,105.3
2021,9,agency,Agency,,1393.8,1315.5,82.1,17.9,100.0
2021,9,direct,Direct,,1556.2,1446.1,87.3,18.7,106.0
2021,9,personal_total,Total,,2950.0,2761.6,84.9,18.3,103.2
2021,9,commercial,Business,,861.8,600.6,69.4,20.1,89.5
2021,9,property,Business,,192.2,175.0,59.0,28.62,87.62
2021,9,companywide,Total,,4004.0,3537.5,81.0,19.1,100.1
2021,10,agency,Agency,,1632.6,1648.8,79.6,18.1,97.7
2021,10,direct,Direct,,1743.6,1817.1,82.6,17.3,99.9
2021,10,personal_total,Total,,3376.2,3465.9,81.2,17.7,98.9
2021,10,commercial,Business,,788.6,755.2,74.9,18.6,93.5
2021,10,property,Business,,181.6,176.2,51.2,28.41,79.61
2021,10,companywide,Total,,4346.6,4397.8,78.9,18.3,97.2
2021,11,agency,Agency,,1217.9,1322.0,,18.8,94.4
2021,11,direct,Direct,,1337.3,1458.1,,16.1,93.2
2021,11,personal_total,Total,,2555.2,2780.1,,17.4,93.8
2021,11,commercial,Business,,554.5,630.6,,19.3,89.4
2021,11,property,Business,,179.8,179.6,,29.01,71.01
2021,11,companywide,Total,,3289.4,3590.4,,18.3,91.9
2021,12,agency,Agency,,1150.4,1323.8,,18.8,93.6
2021,12,direct,Direct,,1258.3,1461.3,,17.2,97.4
2021,12,personal_total,Total,,2408.7,2785.1,,17.9,95.6
2021,12,commercial,Business,,518.3,642.4,,19.0,85.1
2021,12,property,Business,,186.3,185.4,,27.11,112.81
2021,12,companywide,Total,,3113.3,3613.2,,18.6,94.6
2022,1,agency,Agency,,1630.7,1657.7,,17.8,91.5
2022,1,direct,Direct,,1921.9,1831.6,,20.6,98.2
2022,1,personal_total,Total,,3552.6,3489.3,,19.3,95.0
2022,1,commercial,Business,,877.0,793.7,,18.8,87.6
2022,1,property,Business,,155.5,191.6,,27.51,77.01
2022,1,companywide,Total,,4585.2,4474.8,,19.6,92.9
2022,2,agency,Agency,,1481.5,1330.7,,17.9,92.7
2022,2,direct,Direct,,1699.0,1475.2,,18.9,95.5
2022,2,personal_total,Total,,3180.5,2805.9,,18.4,94.2
2022,2,commercial,Business,,1276.9,647.8,,19.1,94.7
2022,2,property,Business,,168.4,172.2,,28.32,81.62
2022,2,companywide,Total,,4625.7,3626.1,,19.0,93.7
2022,3,agency,Agency,,1404.2,1334.9,,18.8,96.3
2022,3,direct,Direct,,1581.6,1486.8,,19.3,96.5
2022,3,personal_total,Total,,2985.8,2821.7,,19.1,96.4
2022,3,commercial,Business,,771.8,685.7,,20.7,89.9
2022,3,property,Business,,212.2,194.3,,28.11,134.71
2022,3,companywide,Total,,3970.1,3702.0,,19.9,97.2
2022,5,agency,Agency,,1337.9,1343.4,77.7,17.0,94.7
2022,5,direct,Direct,,1482.1,1510.1,78.3,19.0,97.3
2022,5,personal_total,Total,,2820.0,2853.5,78.1,18.0,96.1
2022,5,commercial,Business,,687.6,710.7,68.0,20.2,88.2
2022,5,property,Business,,216.7,199.3,107.7,24.3,132.0
2022,5,companywide,Total,,3724.3,3763.6,77.7,18.8,96.5
2022,6,agency,Agency,,1380.5,1348.4,77.7,16.0,93.7
2022,6,direct,Direct,,1544.4,1522.3,78.1,18.6,96.7
2022,6,personal_total,Total,,2924.9,2870.7,78.0,17.3,95.3
2022,6,commercial,Business,,736.0,719.5,69.0,18.8,87.8
2022,6,property,Business,,216.1,179.7,85.1,26.9,112.0
2022,6,companywide,Total,,3877.1,3770.2,76.6,18.1,94.7
2022,7,agency,Agency,,1815.1,1695.7,73.5,17.3,90.8
2022,7,direct,Direct,,2152.3,1925.6,75.5,16.9,92.4
2022,7,personal_total,Total,,3967.4,3621.3,74.5,17.1,91.6
2022,7,commercial,Business,,755.4,881.5,64.2,17.1,81.3
2022,7,property,Business,,206.4,191.0,66.1,28.0,94.1
2022,7,companywide,Total,,4929.4,4694.0,72.2,17.6,89.8
2022,8,agency,Agency,,1474.3,1366.6,75.1,19.5,94.6
2022,8,direct,Direct,,1716.7,1562.7,75.4,18.1,93.5
2022,8,personal_total,Total,,3191.0,2929.3,75.3,18.7,94.0
2022,8,commercial,Business,,670.3,717.2,71.9,20.5,92.4
2022,8,property,Business,,219.7,188.6,64.4,26.9,91.3
2022,8,companywide,Total,,4081.1,3835.4,74.1,19.5,93.6
2022,9,agency,Agency,,1455.5,1379.6,102.5,17.2,119.7
2022,9,direct,Direct,,1715.1,1589.1,94.3,18.7,113.0
2022,9,personal_total,Total,,3170.6,2968.7,98.1,18.0,116.1
2022,9,commercial,Business,,638.2,719.2,76.8,20.6,97.4
2022,9,property,Business,,198.4,181.4,164.1,28.9,193.0
2022,9,companywide,Total,,4007.3,3869.5,97.2,19.0,116.2
2022,10,agency,Agency,,1846.7,1750.8,80.2,18.8,99.0
2022,10,direct,Direct,,2086.3,2030.0,79.4,16.6,96.0
2022,10,personal_total,Total,,3933.0,3780.8,79.8,17.6,97.4
2022,10,commercial,Business,,1050.8,898.2,73.0,18.9,91.9
2022,10,property,Business,,203.1,193.5,56.6,27.8,84.4
2022,10,companywide,Total,,5187.1,4872.7,77.6,18.3,95.9
2022,11,agency,Agency,,1384.3,1421.4,74.3,18.5,92.8
2022,11,direct,Direct,,1570.9,1652.6,76.0,15.0,91.0
2022,11,personal_total,Total,,2955.2,3074.0,75.2,16.6,91.8
2022,11,commercial,Business,,551.8,725.3,74.4,21.3,95.7
2022,11,property,Business,,192.2,189.3,56.8,27.1,83.9
2022,11,companywide,Total,,3699.1,3988.8,74.2,18.0,92.2
2022,12,agency,Agency,,1348.3,1440.8,,18.1,
2022,12,direct,Direct,,1521.6,1676.0,,13.61,
2022,12,personal_total,Total,,2869.9,3116.8,,15.7,
2022,12,commercial,Business,,497.8,715.3,,21.7,
2022,12,property,Business,,206.2,197.6,,26.5,
2022,12,companywide,Total,,3574.0,4030.0,,17.3,
2023,1,agency,Agency,,1918.2,1829.2,75.4,18.2,93.6
2023,1,direct,Direct,,2410.9,2132.8,78.7,20.4,99.1
2023,1,personal_total,Total,,4329.1,3962.0,77.1,19.4,96.5
2023,1,commercial,Business,,826.4,876.3,73.6,21.3,94.9
2023,1,property,Business,,176.3,204.1,56.5,32.2,88.7
2023,1,companywide,Total,,5332.1,5042.7,75.8,20.2,96.0
2023,2,agency,Agency,,1812.0,1497.6,74.8,18.5,93.3
2023,2,direct,Direct,,2246.4,1757.5,76.3,20.6,96.9
2023,2,personal_total,Total,,4058.4,3255.1,75.7,19.6,95.3
2023,2,commercial,Business,,1800.9,725.6,76.3,22.2,98.5
2023,2,property,Business,,198.7,185.7,48.4,30.0,78.4
2023,2,companywide,Total,,6057.8,4166.6,74.5,20.6,95.1
2023,3,agency,Agency,,1684.2,1533.4,84.3,19.3,103.6
2023,3,direct,Direct,,2041.5,1827.1,84.1,21.1,105.2
2023,3,personal_total,Total,,3725.7,3360.5,84.2,20.3,104.5
2023,3,commercial,Business,,739.6,754.2,79.5,22.9,102.4
2023,3,property,Business,,254.4,208.9,117.8,28.1,145.9
2023,3,companywide,Total,,4719.8,4323.8,85.1,21.1,106.2
2023,4,agency,Agency,,2266.4,1967.1,79.9,17.9,97.8
2023,4,direct,Direct,,2525.9,2348.1,80.6,14.4,95.0
2023,4,personal_total,Total,,4792.3,4315.2,80.2,16.0,96.2
2023,4,commercial,Business,,1039.9,934.3,73.6,19.5,93.1
2023,4,property,Business,,243.2,209.3,125.2,28.8,154.0
2023,4,companywide,Total,,6075.4,5458.8,80.8,17.1,97.9
2023,5,agency,Agency,,1650.9,1608.3,83.5,17.8,101.3
2023,5,direct,Direct,,1782.1,1908.0,85.7,12.9,98.6
2023,5,personal_total,Total,,3433.0,3516.3,84.6,15.2,99.8
2023,5,commercial,Business,,636.0,757.1,78.6,19.0,97.6
2023,5,property,Business,,252.3,216.9,66.1,25.3,91.4
2023,5,companywide,Total,,4321.4,4490.4,82.7,16.3,99.0
2023,6,agency,Agency,,1616.4,1631.8,87.8,18.0,105.8
2023,6,direct,Direct,,1758.4,1924.6,89.2,11.7,100.9
2023,6,personal_total,Total,,3374.8,3556.4,88.6,14.6,103.2
2023,6,commercial,Business,,690.5,762.7,80.2,19.2,99.4
2023,6,property,Business,,254.8,196.1,128.3,29.0,157.3
2023,6,companywide,Total,,4320.1,4515.2,88.9,16.0,104.9
2023,7,agency,Agency,,2183.7,2065.7,75.5,17.4,92.9
2023,7,direct,Direct,,2701.2,2426.3,77.4,11.0,88.4
2023,7,personal_total,Total,,4884.9,4492.0,76.5,14.0,90.5
2023,7,commercial,Business,,824.7,942.9,73.9,18.4,92.3
2023,7,property,Business,,241.0,210.7,53.4,31.5,84.9
2023,7,companywide,Total,,5950.5,5645.8,75.2,15.4,90.6
2023,8,agency,Agency,,1710.1,1666.0,78.2,18.5,96.7
2023,8,direct,Direct,,2099.1,1956.7,79.1,12.1,91.2
2023,8,personal_total,Total,,3809.2,3622.7,78.7,15.0,93.7
2023,8,commercial,Business,,683.0,764.5,93.2,20.1,113.3
2023,8,property,Business,,251.5,212.0,69.9,28.1,98.0
2023,8,companywide,Total,,4743.8,4599.2,80.7,16.5,97.2
2023,9,agency,Agency,,1762.5,1682.3,73.8,18.2,92.0
2023,9,direct,Direct,,2197.0,1978.8,74.5,12.7,87.2
2023,9,personal_total,Total,,3959.5,3661.1,74.2,15.2,89.4
2023,9,commercial,Business,,707.2,779.2,73.3,19.9,93.2
2023,9,property,Business,,232.7,209.1,53.1,28.5,81.6
2023,9,companywide,Total,,4899.5,4649.3,73.1,16.6,89.7
2023,10,agency,Agency,,1996.9,1943.3,75.8,18.2,94.0
2023,10,direct,Direct,,2331.8,2292.6,76.5,12.3,88.8
2023,10,personal_total,Total,,4328.7,4235.9,76.2,15.0,91.2
2023,10,commercial,Business,,940.8,899.8,82.0,18.8,100.8
2023,10,property,Business,,259.4,247.6,39.3,27.7,67.0
2023,10,companywide,Total,,5528.8,5383.2,75.5,16.2,91.7
2023,11,agency,Agency,,1810.8,1843.1,71.7,17.9,89.6
2023,11,direct,Direct,,2062.5,2178.3,74.8,11.7,86.5
2023,11,personal_total,Total,,3873.3,4021.4,73.4,14.5,87.9
2023,11,commercial,Business,,626.2,838.4,89.9,18.7,108.6
2023,11,property,Business,,225.6,219.2,49.2,32.9,82.1
2023,11,companywide,Total,,4725.1,5079.0,75.1,16.0,91.1
2023,12,agency,Agency,,1865.8,1930.4,66.5,18.2,84.7
2023,12,direct,Direct,,2146.3,2284.3,67.2,12.4,79.6
2023,12,personal_total,Total,,4012.1,4214.7,66.9,15.0,81.9
2023,12,commercial,Business,,623.1,863.7,74.8,18.9,93.7
2023,12,property,Business,,240.7,231.8,39.3,29.6,68.9
2023,12,companywide,Total,,4875.9,5310.4,67.1,16.3,83.4
2024,1,agency,Agency,,1995.2,1958.7,67.2,18.0,85.2
2024,1,direct,Direct,,2526.0,2327.7,70.6,15.9,86.5
2024,1,personal_total,Total,,4521.2,4286.4,69.0,16.9,85.9
2024,1,commercial,Business,,767.3,860.5,69.8,18.8,88.6
2024,1,property,Business,,207.2,239.0,78.9,29.0,107.9
2024,1,companywide,Total,,5495.7,5386.0,69.6,17.7,87.3
2024,2,agency,Agency,,2089.8,1864.1,66.5,18.0,84.5
2024,2,direct,Direct,,2643.5,2231.5,68.8,17.5,86.3
2024,2,personal_total,Total,,4733.3,4095.6,67.8,17.7,85.5
2024,2,commercial,Business,,752.6,807.6,76.2,19.8,96.0
2024,2,property,Business,,234.6,225.9,46.4,29.4,75.8
2024,2,companywide,Total,,5720.5,5129.1,68.2,18.6,86.8
2024,3,agency,Agency,,2313.8,2034.9,64.0,17.7,81.7
2024,3,direct,Direct,,2912.6,2461.3,64.6,18.2,82.8
2024,3,personal_total,Total,,5226.4,4496.2,64.3,18.0,82.3
2024,3,commercial,Business,,2227.8,889.3,71.4,19.7,91.1
2024,3,property,Business,,291.6,247.9,67.9,27.5,95.4
2024,3,companywide,Total,,7746.0,5633.5,65.6,18.7,84.3
2024,4,agency,Agency,,2274.3,2008.8,68.0,18.0,86.0
2024,4,direct,Direct,,2667.3,2446.1,71.0,18.3,89.3
2024,4,personal_total,Total,,4941.6,4454.9,69.6,18.2,87.8
2024,4,commercial,Business,,946.7,876.1,68.9,18.6,87.5
2024,4,property,Business,,289.5,243.8,87.6,29.1,116.7
2024,4,companywide,Total,,6178.0,5575.0,70.3,18.7,89.0
2024,5,agency,Agency,,2279.8,2116.6,74.0,18.0,92.0
2024,5,direct,Direct,,2617.0,2588.4,74.3,18.4,92.7
2024,5,personal_total,Total,,4896.8,4705.0,74.2,18.2,92.4
2024,5,commercial,Business,,808.0,904.9,73.5,18.8,92.3
2024,5,property,Business,,270.3,247.6,254.6,28.2,282.8
2024,5,companywide,Total,,5975.1,5857.5,81.7,18.7,100.4
2024,6,agency,Agency,,2179.8,2088.0,65.5,18.4,83.9
2024,6,direct,Direct,,2543.8,2561.0,67.7,19.3,87.0
